price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,days_since_sale
1042000,Kings Park,1,3,2,557,House,3453,43420,2.605,-33.7437,150.9059,57,0.1,220.1,31.21,1078
1036000,Wolli Creek,2,3,2,149,Apartment / Unit / Flat,6394,42432,0.661,-33.93166,151.15389,3,0.1,220.1,9.02,1078
4400000,Chiswick,2,4,2,474,House,2926,65676,0.514,-33.84987,151.13772,15,0.1,220.1,6.89,1077
4150000,Narrabeen,3,4,2,853,House,8207,48932,2.197,-33.71505,151.29588,0,0.1,220.1,18.45,1077
3853000,Manly,2,4,0,270,House,15866,66560,5.567,-33.80338,151.29117,42,0.1,220.1,10.17,1077
3800000,North Avoca,2,4,4,512,House,2200,45084,1.497,-33.45608,151.43598,18,0.1,220.1,49.98,1077
3510000,Castle Hill,3,4,3,1083,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,1077
3350000,Coogee,2,4,2,236,House,15212,66820,1.918,-33.91965,151.25639,7,0.1,220.1,7.42,1077
3300000,Summer Hill,2,5,1,430,House,7311,51636,1.203,-33.89348,151.1372,29,0.1,220.1,7.42,1077
3290000,Lindfield,1,3,2,866,House,9791,51064,5.131,-33.78063,151.16255,80,0.1,220.1,10.35,1077
3265000,Turramurra,3,5,2,910,House,11919,49920,6.001,-33.73444,151.12793,183,0.1,220.1,16.36,1077
3052000,North Balgowlah,2,4,1,645,House,3667,51064,1.122,-33.78698,151.25148,81,0.1,220.1,9.49,1077
3000000,Epping,2,5,1,721,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,1077
2815000,Mona Vale,4,5,2,1071,House,10670,45240,4.556,-33.67706,151.30276,15,0.1,220.1,22.57,1077
2760000,Annandale,2,4,1,247,House,9451,60424,1.493,-33.87982,151.16973,24,0.1,220.1,4.06,1077
2725000,Mount Colah,4,4,2,1182,House,7095,43056,11.062,-33.66638,151.12988,117,0.1,220.1,23.26,1077
2701000,Eastwood,1,4,1,632,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,1077
2700000,Burwood,3,6,2,538,House,16030,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,1077
2628000,Concord,1,4,2,430,House,14533,39052,5.058,-33.85608,151.10677,6,0.1,220.1,9.6,1077
2490000,Manly Vale,2,4,2,701,House,6160,48620,1.905,-33.78215,151.26601,31,0.1,220.1,10.57,1077
2485000,North Epping,2,4,2,790,House,4526,45344,2.333,-33.75872,151.09416,98,0.1,220.1,15.94,1077
2475000,Denistone East,2,4,2,562,House,2250,39052,0.698,-33.79683,151.09667,86,0.1,220.1,12.93,1077
2460000,Sans Souci,2,4,3,682,House,10304,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,1077
2440000,Port Hacking,2,4,4,531,House,1093,55120,0.407,-34.06694,151.1244,52,0.1,220.1,23.74,1077
2410000,Castle Hill,3,5,2,2331,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,1077
2297000,Cherrybrook,2,4,2,750,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,1077
2250000,Eastwood,1,3,1,575,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,1077
2220000,North Strathfield,1,3,1,430,House,4767,42952,1.036,-33.85783,151.08877,23,0.1,220.1,11.24,1077
2215000,Hurstville,2,4,2,506,House,29822,25116,4.226,-33.96268,151.1006,64,0.1,220.1,14.81,1077
2170000,Castle Hill,2,5,2,968,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,1077
2120000,Annandale,2,3,0,152,House,9451,60424,1.493,-33.87982,151.16973,24,0.1,220.1,4.06,1077
2075000,Belmore,2,5,2,803,House,12718,26208,2.731,-33.91942,151.08774,32,0.1,220.1,12.8,1077
2010000,Castle Hill,2,4,1,696,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,1077
2000888,Kellyville,2,5,2,529,House,27971,46228,18.645,-33.69583,150.95622,78,0.1,220.1,30.08,1077
1987500,North Rocks,3,5,2,696,House,7965,40092,5.462,-33.77572,151.01474,92,0.1,220.1,20.61,1077
1985000,Penshurst,2,3,5,589,House,12786,34684,2.516,-33.96482,151.08475,62,0.1,220.1,16.01,1077
1970000,Beaumont Hills,3,5,3,766,House,9042,46488,3.19,-33.69788,150.94161,67,0.1,220.1,31.01,1077
1970000,Caringbah South,1,3,1,576,House,12242,42172,4.092,-34.05314,151.1205,52,0.1,220.1,22.43,1077
1960000,Burwood,2,3,2,334,House,16030,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,1077
1950000,Earlwood,2,3,2,638,House,17741,35412,5.609,-33.92492,151.13127,33,0.1,220.1,9.84,1077
1950000,Caringbah South,3,4,1,403,Semi-Detached,12242,42172,4.092,-34.05314,151.1205,52,0.1,220.1,22.43,1077
1925000,Sylvania,3,5,2,337,House,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,1077
1907000,Canley Vale,3,3,2,1593,House,10216,20592,2.887,-33.88495,150.95058,11,0.1,220.1,24.09,1077
1906000,Artarmon,2,3,1,173,Townhouse,9523,53456,2.535,-33.81194,151.18498,88,0.1,220.1,6.34,1077
1900000,Lidcombe,1,3,4,607,House,19627,27248,6.805,-33.86491,151.04789,28,0.1,220.1,14.99,1077
1875000,Lidcombe,2,3,1,562,House,19627,27248,6.805,-33.86491,151.04789,28,0.1,220.1,14.99,1077
1820000,Dulwich Hill,1,2,0,240,House,13715,47528,2.122,-33.9047,151.13884,32,0.1,220.1,7.9,1077
1814000,Rydalmere,2,6,2,566,House,6642,33540,3.8,-33.81378,151.03784,13,0.1,220.1,16.91,1077
1810000,West Pennant Hills,1,3,1,1056,House,16374,45500,9.292,-33.74763,151.03335,109,0.1,220.1,20.91,1077
1800000,Sylvania,2,3,2,556,House,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,1077
1782000,Girraween,2,4,2,920,House,5590,35152,2.316,-33.80002,150.94399,58,0.1,220.1,25.65,1077
1760000,Ryde,2,3,4,293,Villa,26499,39312,7.096,-33.8078,151.11399,58,0.1,220.1,10.92,1077
1705000,Baulkham Hills,1,4,2,695,House,37050,41288,16.003,-33.74634,150.98287,93,0.1,220.1,24.81,1077
1675000,Marrickville,1,3,0,234,House,26592,41236,5.771,-33.91228,151.15592,14,0.1,220.1,7.23,1077
1660000,Bankstown,1,3,1,1195,House,32113,23556,6.393,-33.91991,151.03125,21,0.1,220.1,17.61,1077
1637000,Sutherland,1,4,3,607,House,10816,47268,3.571,-34.03269,151.0552,111,0.1,220.1,23.45,1077
1630000,Baulkham Hills,1,4,1,862,House,37050,41288,16.003,-33.74634,150.98287,93,0.1,220.1,24.81,1077
1625000,Georges Hall,3,4,2,575,House,9038,29640,3.323,-33.90761,150.98902,23,0.1,220.1,20.97,1077
1625000,St Peters,1,3,0,221,House,3145,58968,1.73,-33.91594,151.17672,0,0.1,220.1,6.42,1077
1600000,Blakehurst,3,5,1,385,Duplex,6219,37700,2.313,-33.99061,151.10947,37,0.1,220.1,16.73,1077
1600000,Panania,2,5,4,600,House,12419,34216,4.751,-33.95493,150.99524,18,0.1,220.1,22.21,1077
1600000,Hornsby,2,4,2,307,House,22168,38792,8.386,-33.69724,151.10055,187,0.1,220.1,21.2,1077
1572000,Berowra,1,3,2,693,House,4721,44200,8.297,-33.62806,151.15004,194,0.1,220.1,26.88,1077
1560000,Potts Hill,3,4,1,396,House,893,40820,1.128,-33.89271,151.03275,59,0.1,220.1,16.67,1077
1556000,Casula,2,5,2,501,House,15662,30368,7.072,-33.95198,150.89671,44,0.1,220.1,30.52,1077
1550000,Lewisham,1,2,0,158,House,3164,48204,0.642,-33.8953,151.14668,25,0.1,220.1,6.74,1077
1520000,Greystanes,3,5,3,552,House,22802,33800,8.969,-33.82378,150.93855,62,0.1,220.1,25.53,1077
1450000,Terrigal,3,5,2,664,House,11349,38168,8.691,-33.44581,151.42873,68,0.1,220.1,50.75,1077
1433000,Carlingford,1,3,1,664,House,24394,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,1077
1430000,Revesby,2,4,2,619,House,14176,31616,5.608,-33.94767,151.01233,14,0.1,220.1,20.44,1077
1410000,Yagoona,2,3,2,784,House,18013,24284,4.618,-33.90422,151.02148,44,0.1,220.1,17.96,1077
1402000,Kogarah,1,3,0,324,House,15124,34996,2.608,-33.96814,151.13537,27,0.1,220.1,13.34,1077
1400000,Strathfield,1,2,1,290,Semi-Detached,25813,34424,6.572,-33.87913,151.08118,43,0.1,220.1,12.01,1077
1369000,Berowra Heights,1,3,1,758,House,5264,42848,8.004,-33.60156,151.136,197,0.1,220.1,30.03,1077
1363000,Berowra Heights,2,4,2,752,House,5264,42848,8.004,-33.60156,151.136,197,0.1,220.1,30.03,1077
1350000,Alexandria,2,3,1,134,Townhouse,8262,69732,3.516,-33.9082,151.19191,9,0.1,220.1,5.06,1077
1350000,Belmore,1,3,2,588,House,12718,26208,2.731,-33.91942,151.08774,32,0.1,220.1,12.8,1077
1331000,Dee Why,2,2,1,107,Apartment / Unit / Flat,21518,44980,3.049,-33.75117,151.29037,15,0.1,220.1,14.67,1077
1330000,Padstow,1,3,1,499,House,13306,32292,5.402,-33.95023,151.03068,17,0.1,220.1,19.07,1077
1320000,Kogarah,1,3,3,283,House,15124,34996,2.608,-33.96814,151.13537,27,0.1,220.1,13.34,1077
1311000,Canley Vale,1,3,2,586,House,10216,20592,2.887,-33.88495,150.95058,11,0.1,220.1,24.09,1077
1310000,Greystanes,2,4,1,562,House,22802,33800,8.969,-33.82378,150.93855,62,0.1,220.1,25.53,1077
1300000,Greystanes,2,3,3,696,House,22802,33800,8.969,-33.82378,150.93855,62,0.1,220.1,25.53,1077
1300000,Newtown,1,1,0,168,House,15029,55484,1.578,-33.89994,151.18038,24,0.1,220.1,4.73,1077
1286000,Auburn,1,3,1,581,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,1077
1280000,Redfern,2,3,1,152,Apartment / Unit / Flat,13213,51532,1.172,-33.89313,151.20653,40,0.1,220.1,3.12,1077
1272000,Epping,1,2,1,189,Villa,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,1077
1262000,Elizabeth Hills,3,4,1,300,House,2535,39468,1.123,-33.90019,150.84825,49,0.1,220.1,33.68,1077
1255000,Georges Hall,3,4,4,727,House,9038,29640,3.323,-33.90761,150.98902,23,0.1,220.1,20.97,1077
1223000,Forest Lodge,1,2,0,74,Terrace,4583,55276,0.445,-33.88032,151.18079,16,0.1,220.1,3.18,1077
1220000,Rouse Hill,2,3,1,180,House,7965,45812,10.638,-33.67757,150.91278,45,0.1,220.1,34.5,1077
1210000,Copacabana,3,5,2,563,House,2735,39312,1.996,-33.48638,151.43476,19,0.1,220.1,46.9,1077
1210000,Georges Hall,1,3,3,556,House,9038,29640,3.323,-33.90761,150.98902,23,0.1,220.1,20.97,1077
1195000,Panania,2,4,1,278,Semi-Detached,12419,34216,4.751,-33.95493,150.99524,18,0.1,220.1,22.21,1077
1180000,Greystanes,1,3,2,556,House,22802,33800,8.969,-33.82378,150.93855,62,0.1,220.1,25.53,1077
1170000,Yagoona,2,3,2,607,House,18013,24284,4.618,-33.90422,151.02148,44,0.1,220.1,17.96,1077
1170000,Lakemba,1,2,3,477,House,17023,22204,2.187,-33.91825,151.07547,33,0.1,220.1,13.76,1077
1140000,Gordon,2,2,2,127,Apartment / Unit / Flat,7668,44564,3.789,-33.75743,151.15575,117,0.1,220.1,12.96,1077
1130000,Casula,2,4,2,561,House,15662,30368,7.072,-33.95198,150.89671,44,0.1,220.1,30.52,1077
1125000,South Coogee,1,1,1,83,Apartment / Unit / Flat,5502,39260,1.132,-33.93221,151.25393,71,0.1,220.1,8.48,1077
1110000,Toongabbie,2,4,2,626,House,14337,34996,4.733,-33.79196,150.9468,39,0.1,220.1,25.67,1077
1110000,Punchbowl,2,3,2,518,House,20236,22048,4.323,-33.92907,151.05159,22,0.1,220.1,16.27,1077
1090000,East Hills,2,3,1,300,Semi-Detached,3206,34268,1.427,-33.96119,150.98818,9,0.1,220.1,23.11,1077
1081000,Mount Colah,2,3,1,539,House,7095,43056,11.062,-33.66638,151.12988,117,0.1,220.1,23.26,1077
1080000,Hunters Hill,1,2,1,121,Apartment / Unit / Flat,9528,48828,3.632,-33.83054,151.14729,2,0.1,220.1,6.95,1077
1067000,Yagoona,1,4,4,531,House,18013,24284,4.618,-33.90422,151.02148,44,0.1,220.1,17.96,1077
1063000,Auburn,2,5,2,490,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,1077
1040000,Cabramatta,2,5,2,575,House,21783,20644,5.042,-33.89828,150.93609,14,0.1,220.1,25.6,1077
1000000,Guildford,1,3,4,531,House,22331,23140,5.904,-33.85861,150.98884,38,0.1,220.1,20.47,1077
6200000,Balgowlah Heights,2,4,2,682,House,3342,59228,1.684,-33.8077,151.26552,79,0.1,220.1,8.19,1076
5425000,Avalon Beach,3,4,3,1057,House,9905,43628,5.131,-33.62899,151.32686,46,0.1,220.1,28.35,1076
5000000,Five Dock,2,3,2,697,House,9356,45552,2.449,-33.86665,151.12685,16,0.1,220.1,7.69,1076
4550000,Kingsford,2,4,2,613,House,15482,24908,1.987,-33.9259,151.22847,27,0.1,220.1,6.95,1076
4508000,East Lindfield,1,3,2,967,House,3711,47788,2.331,-33.76741,151.18832,107,0.1,220.1,11.02,1076
4270000,Stanmore,2,4,1,444,House,7938,55484,1.218,-33.8937,151.16537,29,0.1,220.1,5.2,1076
4007000,Pymble,3,6,2,1006,House,11051,53300,6.568,-33.74511,151.1397,130,0.1,220.1,14.82,1076
3860000,Pymble,1,4,3,879,House,11051,53300,6.568,-33.74511,151.1397,130,0.1,220.1,14.82,1076
3631000,St Ives,3,5,2,1132,House,17300,48464,14.264,-33.72491,151.16978,167,0.1,220.1,15.99,1076
3486000,Sans Souci,3,5,3,1017,House,10304,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,1076
3480000,Willoughby,2,3,2,556,House,6540,55692,1.628,-33.80664,151.20155,90,0.1,220.1,6.53,1076
3460000,Paddington,1,2,0,76,Terrace,12911,73944,1.627,-33.88334,151.22781,53,0.1,220.1,2.61,1076
3410000,Stanmore,2,4,1,443,House,7938,55484,1.218,-33.8937,151.16537,29,0.1,220.1,5.2,1076
3400000,Russell Lea,2,3,2,540,House,5001,47684,1.02,-33.85841,151.14202,20,0.1,220.1,6.33,1076
3265000,Blakehurst,4,6,2,695,House,6219,37700,2.313,-33.99061,151.10947,37,0.1,220.1,16.73,1076
3258000,Dundas,3,5,2,325,Duplex,4740,32188,1.347,-33.80329,151.04263,30,0.1,220.1,16.94,1076
3200000,East Ryde,2,4,2,607,House,2454,46800,1.093,-33.8103,151.13555,45,0.1,220.1,9.19,1076
3100000,Earlwood,2,4,3,853,House,17741,35412,5.609,-33.92492,151.13127,33,0.1,220.1,9.84,1076
3100000,Davidson,4,5,2,1228,House,2849,45292,2.567,-33.7395,151.19204,137,0.1,220.1,14.03,1076
3090000,Fairlight,2,3,1,233,Semi-Detached,5840,65000,1.168,-33.79412,151.27428,38,0.1,220.1,9.88,1076
3000000,Concord West,2,3,1,760,House,5914,39104,2.542,-33.8435,151.092,16,0.1,220.1,11.17,1076
3000000,Toowoon Bay,4,5,4,815,House,530,29588,0.55,-33.36239,151.49762,21,0.1,220.1,61.83,1076
2715000,North Ryde,1,2,2,556,House,10860,36712,5.36,-33.79673,151.1332,59,0.1,220.1,10.39,1076
2700000,Chatswood,3,6,1,594,House,24913,38324,5.01,-33.7958,151.18087,108,0.1,220.1,8.15,1076
2689000,Beecroft,2,4,3,771,House,9396,47112,5.117,-33.75342,151.06372,130,0.1,220.1,18.35,1076
2535000,Annandale,1,2,0,183,House,9451,60424,1.493,-33.87982,151.16973,24,0.1,220.1,4.06,1076
2501000,Ryde,4,4,2,662,House,26499,39312,7.096,-33.8078,151.11399,58,0.1,220.1,10.92,1076
2400000,Connells Point,2,3,2,684,House,2829,44200,1.035,-33.98536,151.09431,16,0.1,220.1,17.09,1076
2360000,Cherrybrook,2,5,2,752,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,1076
2350000,Ettalong Beach,2,3,2,784,House,4793,25792,1.777,-33.51595,151.33432,6,0.1,220.1,40.41,1076
2350000,Forestville,2,4,2,830,House,8329,39884,4.687,-33.76172,151.21039,130,0.1,220.1,11.47,1076
2320000,Manly Vale,2,3,2,353,House,6160,48620,1.905,-33.78215,151.26601,31,0.1,220.1,10.57,1076
2272000,Sans Souci,3,7,4,777,House,10304,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,1076
2240000,Haberfield,1,3,1,352,Semi-Detached,6457,41652,2.383,-33.87968,151.1391,21,0.1,220.1,6.75,1076
2220000,Forest Lodge,2,4,0,133,Terrace,4583,55276,0.445,-33.88032,151.18079,16,0.1,220.1,3.18,1076
2200000,Darlington,2,4,2,158,House,3097,25272,0.381,-33.89089,151.19334,24,0.1,220.1,3.24,1076
2185000,Canterbury,3,4,3,435,House,7233,34632,1.964,-33.913,151.1171,6,0.1,220.1,10.09,1076
2175000,Frenchs Forest,1,3,1,721,House,13473,44876,8.643,-33.75137,151.22303,148,0.1,220.1,12.68,1076
2070000,Lewisham,1,3,1,247,House,3164,48204,0.642,-33.8953,151.14668,25,0.1,220.1,6.74,1076
2050000,Carnes Hill,3,5,2,773,House,2043,44096,1.32,-33.93761,150.84885,42,0.1,220.1,34.35,1076
2035000,Taren Point,3,4,1,312,House,1734,36296,1.359,-34.01833,151.12465,8,0.1,220.1,18.73,1076
2022000,Kellyville,2,4,2,600,House,27971,46228,18.645,-33.69583,150.95622,78,0.1,220.1,30.08,1076
2010000,Yowie Bay,1,2,1,602,House,3074,45292,1.205,-34.05003,151.10248,50,0.1,220.1,22.79,1076
2000000,Redfern,2,3,2,167,Townhouse,13213,51532,1.172,-33.89313,151.20653,40,0.1,220.1,3.12,1076
1985000,Allambie Heights,2,3,2,375,House,7009,40404,6.675,-33.7702,151.24964,92,0.1,220.1,11.16,1076
1965000,Kingsgrove,1,3,2,634,House,12446,30576,4.491,-33.93971,151.09956,19,0.1,220.1,13.14,1076
1951000,North Epping,2,3,2,777,House,4526,45344,2.333,-33.75872,151.09416,98,0.1,220.1,15.94,1076
1935000,Carlingford,3,4,2,708,House,24394,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,1076
1930000,Sans Souci,2,3,1,378,House,10304,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,1076
1915000,Rockdale,2,3,1,446,House,15534,33852,2.477,-33.95426,151.1404,19,0.1,220.1,11.79,1076
1910000,Bonnet Bay,2,4,1,562,House,2262,49868,1.13,-34.01049,151.054,45,0.1,220.1,21.63,1076
1910000,South Hurstville,3,4,1,332,Semi-Detached,5147,30784,1.042,-33.97767,151.10598,37,0.1,220.1,15.75,1076
1880000,Cammeray,2,3,1,147,Townhouse,7006,72020,1.553,-33.82277,151.21527,66,0.1,220.1,4.73,1076
1865000,Oatley,2,3,1,556,House,10486,45084,4.374,-33.98228,151.07156,23,0.1,220.1,18.23,1076
1850000,Mascot,1,3,1,505,House,14772,41912,11.961,-33.9466,151.18371,3,0.1,220.1,9.35,1076
1830000,Gymea,1,3,2,594,House,7589,42900,2.185,-34.03656,151.0841,74,0.1,220.1,22.29,1076
1800000,Glebe,1,2,1,118,House,11532,43368,1.693,-33.87781,151.18626,29,0.1,220.1,2.6,1076
1800000,Normanhurst,3,5,3,697,House,5290,38688,2.191,-33.72338,151.09579,180,0.1,220.1,18.95,1076
1788000,Bardwell Park,1,4,1,455,House,2242,40040,0.956,-33.93591,151.12536,31,0.1,220.1,11.08,1076
1755000,Como,1,3,2,1037,House,3977,49296,1.598,-34.00258,151.0648,42,0.1,220.1,20.31,1076
1685000,Canley Heights,1,3,2,443,House,10974,22152,2.605,-33.88198,150.9227,28,0.1,220.1,26.64,1076
1685000,Darlington,2,3,2,186,House,3097,25272,0.381,-33.89089,151.19334,24,0.1,220.1,3.24,1076
1680000,Beverly Hills,2,4,3,531,House,10156,30628,2.983,-33.94831,151.07815,49,0.1,220.1,15.28,1076
1650000,Redfern,1,2,0,70,Terrace,13213,51532,1.172,-33.89313,151.20653,40,0.1,220.1,3.12,1076
1610000,Peakhurst Heights,1,3,1,588,House,2336,36816,0.873,-33.97527,151.05493,46,0.1,220.1,18.83,1076
1600000,Rockdale,1,2,1,423,House,15534,33852,2.477,-33.95426,151.1404,19,0.1,220.1,11.79,1076
1600000,Lakemba,3,4,2,489,House,17023,22204,2.187,-33.91825,151.07547,33,0.1,220.1,13.76,1076
1583000,Westmead,1,3,2,689,House,16309,40040,2.945,-33.80918,150.98696,41,0.1,220.1,21.55,1076
1575000,Pemulwuy,2,4,2,375,House,5009,52832,3.777,-33.82108,150.92398,57,0.1,220.1,26.91,1076
1550000,Kingsgrove,1,3,1,697,House,12446,30576,4.491,-33.93971,151.09956,19,0.1,220.1,13.14,1076
1550000,Kincumber,2,5,4,1020,House,7093,29432,9.914,-33.47252,151.40208,24,0.1,220.1,47.05,1076
1535000,Picnic Point,3,5,1,377,Semi-Detached,6160,40560,3.859,-33.97301,151.00632,33,0.1,220.1,22.31,1076
1521000,Padstow,2,3,3,645,House,13306,32292,5.402,-33.95023,151.03068,17,0.1,220.1,19.07,1076
1500000,Chipping Norton,2,4,2,669,House,9001,35880,7.133,-33.91492,150.95681,9,0.1,220.1,24.05,1076
1500000,North Parramatta,5,5,3,461,House,13248,37908,5.243,-33.79411,151.0117,56,0.1,220.1,19.97,1076
1441000,Sylvania,1,3,1,670,House,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,1076
1430000,West Hoxton,3,5,2,555,House,10012,36764,6.708,-33.93142,150.83406,66,0.1,220.1,35.53,1076
1425000,Horningsea Park,2,4,2,710,House,3729,35880,0.981,-33.94614,150.84429,50,0.1,220.1,34.99,1076
1420000,Peakhurst,2,4,1,740,House,10539,31876,3.707,-33.96181,151.05799,48,0.1,220.1,17.67,1076
1378000,Bossley Park,3,5,2,749,House,14585,25012,4.536,-33.86202,150.88392,56,0.1,220.1,30.17,1076
1378000,Condell Park,2,3,1,651,House,11574,25428,3.895,-33.92599,151.00978,30,0.1,220.1,19.7,1076
1375000,Abbotsbury,2,4,2,625,House,4253,37492,4.979,-33.86513,150.85951,83,0.1,220.1,32.42,1076
1340000,Kings Langley,2,4,2,697,House,9353,42900,3.667,-33.75075,150.93583,81,0.1,220.1,28.37,1076
1335000,Auburn,2,4,3,674,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,1076
1320000,Bossley Park,3,4,2,600,House,14585,25012,4.536,-33.86202,150.88392,56,0.1,220.1,30.17,1076
1301000,Liverpool,2,5,2,640,House,27084,24232,6.356,-33.92148,150.91654,15,0.1,220.1,27.85,1076
1300000,Punchbowl,1,3,2,1012,House,20236,22048,4.323,-33.92907,151.05159,22,0.1,220.1,16.27,1076
1288000,Middleton Grange,2,4,2,496,House,5177,44044,2.555,-33.91254,150.84322,54,0.1,220.1,34.32,1076
1285000,Fairfield,1,3,1,640,House,18081,20592,4.43,-33.86904,150.95102,17,0.1,220.1,23.96,1076
1247500,Caringbah,2,3,1,210,Townhouse,11658,42380,4.089,-34.03534,151.12423,22,0.1,220.1,20.47,1076
1236000,Chester Hill,2,3,1,638,House,12814,23504,3.976,-33.88004,150.99733,46,0.1,220.1,19.74,1076
1185000,Lane Cove,2,2,1,136,Apartment / Unit / Flat,10817,58084,2.58,-33.81806,151.16504,57,0.1,220.1,6.67,1076
1185000,Silverwater,1,3,2,550,House,4166,37024,2.7,-33.83414,151.04521,7,0.1,220.1,15.62,1076
1150000,Alexandria,2,2,1,121,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,0.1,220.1,5.06,1076
1120000,Toongabbie,2,4,2,481,House,14337,34996,4.733,-33.79196,150.9468,39,0.1,220.1,25.67,1076
1042500,Minto,3,5,2,608,House,12551,29276,9.568,-34.03164,150.84989,71,0.1,220.1,38.06,1076
1020500,Liverpool,1,4,2,803,House,27084,24232,6.356,-33.92148,150.91654,15,0.1,220.1,27.85,1076
1015000,Gosford,2,3,2,766,House,3499,37388,2.951,-33.42389,151.34058,30,0.1,220.1,50.42,1076
1008000,Girraween,2,3,2,325,Duplex,5590,35152,2.316,-33.80002,150.94399,58,0.1,220.1,25.65,1076
1000000,Camden South,2,4,1,556,House,4539,39832,4.236,-34.08232,150.70072,82,0.1,220.1,52.86,1076
2700000,West Pennant Hills,3,5,2,900,House,16374,45500,9.292,-33.74763,151.03335,109,0.1,220.1,20.91,1075
1720000,Winston Hills,2,5,1,612,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,1075
1600000,Kings Langley,2,4,2,826,House,9353,42900,3.667,-33.75075,150.93583,81,0.1,220.1,28.37,1075
2930000,Burwood,1,4,0,727,House,16030,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,1074
2605000,Glebe,2,4,1,132,House,11532,43368,1.693,-33.87781,151.18626,29,0.1,220.1,2.6,1074
2550000,North Epping,3,5,2,761,House,4526,45344,2.333,-33.75872,151.09416,98,0.1,220.1,15.94,1074
2350000,Bella Vista,3,5,2,711,House,7837,43784,3.8,-33.74234,150.95464,101,0.1,220.1,27.28,1074
1960000,Sylvania,4,5,2,547,Duplex,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,1074
1930000,Carlingford,3,5,1,523,Semi-Detached,24394,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,1074
1900000,Westleigh,2,5,2,695,House,4456,44044,3.821,-33.70912,151.07001,168,0.1,220.1,21.62,1074
1817000,Ultimo,1,2,1,104,Terrace,8845,20072,0.559,-33.87941,151.19845,23,0.1,220.1,1.9,1074
1760000,Stanmore,1,3,0,221,House,7938,55484,1.218,-33.8937,151.16537,29,0.1,220.1,5.2,1074
1700000,Hurstville,1,3,1,613,House,29822,25116,4.226,-33.96268,151.1006,64,0.1,220.1,14.81,1074
1700000,Dundas Valley,1,3,4,645,House,5412,32188,1.785,-33.79216,151.05607,59,0.1,220.1,16.38,1074
1560000,Granville,3,6,5,777,House,15332,26208,3.333,-33.83592,151.00745,20,0.1,220.1,19.01,1074
1530000,Glen Alpine,3,5,2,1020,House,4559,41912,5.362,-34.08767,150.7719,121,0.1,220.1,47.41,1074
1480000,Wentworthville,1,3,1,700,House,11318,34320,3.101,-33.80641,150.96973,26,0.1,220.1,23.17,1074
1400000,Castle Hill,2,3,2,386,Duplex,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,1074
1310000,Prestons,3,5,2,700,House,15313,36244,9.215,-33.94155,150.87334,28,0.1,220.1,32.26,1074
1300000,Surry Hills,2,2,2,111,Apartment / Unit / Flat,16412,60320,1.316,-33.88447,151.21001,36,0.1,220.1,2.14,1074
1300000,Seven Hills,2,4,2,645,House,19326,33540,9.629,-33.77743,150.94272,38,0.1,220.1,26.58,1074
1295000,Bligh Park,2,4,4,738,House,6366,41288,2.115,-33.63844,150.80041,22,0.1,220.1,45.52,1074
1260000,Constitution Hill,1,3,2,556,House,3966,31096,1.188,-33.793,150.97503,58,0.1,220.1,23.17,1074
1140000,Lurnea,2,4,3,575,House,9311,22724,2.504,-33.93623,150.89729,34,0.1,220.1,29.97,1074
1104000,Narara,2,5,3,607,House,7934,34632,8.242,-33.39553,151.33681,10,0.1,220.1,53.4,1074
